fips,NAME,total_pop,a0_17,a18_39,a40_64,a65_84,a85p,pct_65plus,pct_under40,pct_nh_white,pct_nh_black,pct_nh_aian,pct_nh_asian,pct_nh_nhpi,pct_hispanic
01001,"Autauga County, Alabama",58239,13801,16487,19136,7892,923,15.135905492882776,52.00638747231237,73.0970655402737,19.684403921770635,0.16827212005700648,1.110939404866155,0,3.0477858479712907
01003,"Baldwin County, Alabama",227131,49026,55769,75531,42651,4154,20.607050556727174,46.13857201350762,82.57261228101844,8.694982190894242,0.47373542140879055,0.9575971575874715,0.003962470996913676,4.681879620131114
01005,"Barbour County, Alabama",25259,5264,7289,7905,4376,425,19.00708658300012,49.697137653905536,44.60984203650184,47.246525990735975,0.2810879290549903,0.4196524011243517,0.003958984916267469,4.655766261530544
01007,"Bibb County, Alabama",22412,4612,6702,7504,3281,313,16.036052114938425,50.48188470462252,74.04961627699447,21.885597001606282,0.09369980367660181,0.2052471890058897,0,2.828841691950741
01009,"Blount County, Alabama",58884,13683,14843,19774,9453,1131,17.97432239657632,48.44439915766592,85.92317098023233,1.266897629237144,0.11887779362815026,0.36682290605257795,0.1256708104069017,9.530602540588275
01011,"Bullock County, Alabama",10386,2303,3127,3274,1474,208,16.194877720007703,52.28191796649336,20.373579818987096,68.97746967071058,0,0.44290390910841515,0,8.54997111496245
01013,"Butler County, Alabama",19181,4365,4874,5950,3529,463,20.812262134403838,48.16745737969866,50.920181429539646,44.79432772013972,0.24503414837599707,1.459777905218706,0,1.6057556957405765
01015,"Calhoun County, Alabama",116425,25411,33218,37213,18921,1662,17.679192613270345,50.35774103500108,71.35323169422375,21.035001073652566,0.16061842387803307,0.7455443418509771,0.15890057977238567,3.993987545630234
01017,"Chambers County, Alabama",34834,7266,9465,11275,6340,488,19.60153872653155,48.030659700292816,54.817132686455764,40.084400298558876,0.18659929953493712,1.027731526669346,0.008612275363150944,2.715737497846931
01019,"Cherokee County, Alabama",24975,4847,5671,8747,5155,555,22.862862862862862,42.114114114114116,90.93493493493493,4.62062062062062,0.22822822822822822,0.10810810810810811,0,1.7697697697697699
01021,"Chilton County, Alabama",44857,10745,11808,14932,6641,731,16.434447243462557,50.27754865461355,79.26744989633725,8.825824286064606,0.04012751632966984,0.46815435717948145,0,7.951936152662906
01023,"Choctaw County, Alabama",12792,2586,2949,4341,2480,436,22.795497185741088,43.26923076923077,56.449343339587244,41.236710444027516,0.05472170106316448,0.11726078799249531,0,1.0787992495309568
01025,"Clarke County, Alabama",23346,5178,5772,7788,4054,554,19.7378565921357,46.90310974042663,51.52060310117365,45.3268225820269,0.10708472543476398,0.4497558468260087,0,1.3963848196693223
01027,"Clay County, Alabama",14184,3017,3448,4858,2574,287,20.17061477721376,45.57952622673435,80.414551607445,13.27552171460801,0,0.2467569091934574,0,3.123237450648618
01029,"Cleburne County, Alabama",15046,3443,3755,4960,2427,461,19.194470291107272,47.83995746377775,92.39665027249768,2.59869732819354,0.13957197926359166,0.006646284726837697,0,2.6452213212814035
01031,"Coffee County, Alabama",53043,12672,14476,16931,8179,785,16.899496634805725,51.18111720679449,69.14201685425033,16.17367041833984,0.6843504326678356,1.4365703297324812,0.011311577399468356,8.072695737420583
01033,"Colbert County, Alabama",56789,12042,15293,18317,10105,1032,19.611192308369578,48.134321787670146,77.78266917889027,16.297170226628396,0.3468981668985191,0.4507915265280248,0.08628431562450474,3.0815827008751695
01035,"Conecuh County, Alabama",11778,2451,2824,3815,2459,229,22.8222109016811,44.78689081338088,50.10188487009679,48.08965868568517,0.19527933435218203,0.37357785702156565,0,0.1358464934623875
01037,"Coosa County, Alabama",10442,1696,2140,4130,2264,212,23.711932579965524,36.736257421949816,64.06818617123156,30.683777054204175,0.2585711549511588,0,0,2.62401838728213
01039,"Covington County, Alabama",37490,8334,9261,12050,6721,1124,20.925580154707923,46.93251533742331,82.84875966924513,12.325953587623367,0.3360896238997066,0.5014670578821019,0.08535609495865565,1.8484929314483862
01041,"Crenshaw County, Alabama",13300,3030,3388,4320,2277,285,19.263157894736842,48.255639097744364,70.22556390977444,24.1203007518797,0.12781954887218044,1.3082706766917294,0.03759398496240601,0.8345864661654135
01043,"Cullman County, Alabama",87129,19683,22166,29413,14669,1198,18.21092862307613,48.03108035212157,91.09596116103708,1.1224735736666323,0.33283981223243697,0.3569420055320272,0.010329511414110112,4.520882828908859
01045,"Dale County, Alabama",49443,11411,14333,15293,7656,750,17.00139554638675,52.06803794268147,67.39477782497016,20.18283680197399,0.6047367675909633,1.2094735351819266,0.032360495924600045,6.87660538397751
01047,"Dallas County, Alabama",39162,9448,10326,12227,6462,699,18.28558296307645,50.49282467698279,26.89852407946479,71.60002042796589,0.15831673561105153,0.6358204381798682,0,0.13278177825443033
01049,"DeKalb County, Alabama",71554,17421,18605,23400,10887,1241,16.94943678899852,50.3479889314364,79.63496100846913,1.5568661430527992,0.5492355423875674,0.07686502501607177,0.06428711183162367,15.14660256589429
01051,"Elmore County, Alabama",87146,19467,25135,29034,12491,1019,15.502719574048148,51.18077708672802,73.0199894430037,20.723842746655038,0.31900488834828905,0.9834071558074955,0,3.0741514240470016
01053,"Escambia County, Alabama",36879,8360,10118,11778,5888,735,17.95872990048537,50.10439545540822,59.95281867729602,31.112557281921962,3.224057051438488,0.24946446487160714,0,2.5109140703381327
01055,"Etowah County, Alabama",103468,22430,26959,34508,17778,1793,18.91502686821046,47.73359879382998,77.07310472803185,15.319712374840531,0.1836316542312599,0.6688058143580624,0.0019329647813816832,4.267986237290756
01057,"Fayette County, Alabama",16365,3492,3993,5450,3011,419,20.959364497402994,45.7378551787351,83.84967919340055,12.74671555148182,0.15887564925145126,0.4399633363886343,0.048884815154292695,0.5438435685915063
01059,"Franklin County, Alabama",32034,8098,8250,10407,4683,596,16.479365673971405,51.03327714303553,75.80695511019542,4.2860710495098955,0.1873009926952613,0.26534307298495347,0.01560841605793844,18.183804707498282
01061,"Geneva County, Alabama",26604,5903,6456,8927,4623,695,19.98947526687716,46.455420237558265,81.53661103593444,9.26176514809803,0.5262366561419335,0.6014133213050669,0.030070666065253344,4.2625169147496615
01063,"Greene County, Alabama",7851,1729,1814,2512,1633,163,22.876066743090053,45.128009170806266,17.42453190676347,79.18736466692141,0,0,0,2.5601834161253345
01065,"Hale County, Alabama",14819,3473,3823,4648,2467,408,19.400769282677643,49.23409136918821,38.33592010257102,58.978338619340036,0,0.3104123085228423,0,0.07422903029894055
01067,"Henry County, Alabama",17165,3593,3918,5806,3451,397,22.417710457325953,43.75764637343431,69.2513836294786,26.38508593067288,0.19807748325080105,0.37867754150888433,0.11651616661811827,2.738129915525779
01069,"Houston County, Alabama",106355,24627,27949,34850,16894,2035,17.79794085844577,49.43444125805087,65.26726529077148,27.139297635278076,0.1767664895867613,0.9129801137699215,0.01692445113064736,3.4770344600629968
01071,"Jackson County, Alabama",52548,11083,13114,17785,9720,846,20.107330440739894,46.047423308213446,88.93202405419807,3.4749181700540457,0.8830022075055187,0.3444469818071097,0.038060439978686154,3.139986298241608
01073,"Jefferson County, Alabama",672550,154796,199970,211046,94440,12298,15.870641587986023,52.74938666270166,49.18652888261096,42.758159244665826,0.09843134339454315,1.6681287636606943,0.02289792580477288,4.050405174336481
01075,"Lamar County, Alabama",13929,3023,2984,4885,2677,360,21.803431689281357,43.12585253787063,85.9717136908608,11.12068346614976,0.021537798836958864,0.1292267930217532,0,1.026635077895039
01077,"Lauderdale County, Alabama",93342,18552,27370,28945,16534,1941,19.792804953825716,49.19757451093827,83.81757408240664,9.723382828737332,0.280688221807975,0.5045960017998329,0.08570632726961068,2.89044588716762
01079,"Lawrence County, Alabama",33089,7242,8345,11500,5382,620,18.138958566290913,47.10628909909638,76.2277494031249,10.429447852760736,5.35525401190728,0.1511076188461422,0.04835443803076551,2.4086554444075072
01081,"Lee County, Alabama",172223,36606,64967,49518,18920,2212,12.270138134860035,58.97760461726947,67.09440667042149,22.06673905343653,0.1300639287435476,4.294432218693206,0,3.801466703053599
01083,"Limestone County, Alabama",101217,22713,27558,35669,14002,1275,15.093314364187835,49.66655798927058,75.28280822391496,12.954345613879092,0.5009039983401997,1.7921890591501428,0.07607417726271279,6.181767884841479
